data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
2022-02-01,terça-feira,10:20:00,ES,101,297,VIANA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,0,0,2,2,0,4,"-20,34529844","-40,41026774",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-05,sábado,23:30:00,ES,101,"70,1",SAO MATEUS,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Aclive,Sim,4,0,1,0,1,3,1,5,"-18,74453703","-39,86164665",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-07,segunda-feira,16:00:00,ES,101,"66,6",SAO MATEUS,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,1,3,1,5,"-18,7165195","-39,87436378",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-07,segunda-feira,20:15:00,ES,101,"64,8",SAO MATEUS,Ausência de sinalização,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Ponte,Sim,3,1,0,0,1,1,0,3,"-18,70428583","-39,87065983",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-08,terça-feira,07:15:00,ES,262,"51,4",MARECHAL FLORIANO,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,1,0,2,0,0,2,2,"-20,41382467","-40,71438155",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-08,terça-feira,16:30:00,ES,101,398,RIO NOVO DO SUL,Redutor de velocidade em desacordo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-20,87530245","-40,95792915",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-03-08,terça-feira,20:20:00,ES,101,311,VILA VELHA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,4,1,0,1,2,0,1,2,"-20,43478198","-40,45963937",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-09,quarta-feira,11:00:00,ES,101,298,VIANA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,35393175","-40,41622281",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-09,quarta-feira,12:30:00,ES,262,"126,6",CONCEICAO DO CASTELO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,0,3,0,1,3,"-20,27232103","-41,26751512",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-03-11,sexta-feira,09:30:00,ES,262,"185,2",IUNA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,30124092","-41,70881035",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-03-11,sexta-feira,15:50:00,ES,101,"245,8",SERRA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,5,1,0,1,1,2,1,4,"-20,05454495","-40,38189997",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-12,sábado,07:20:00,ES,101,296,CARIACICA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva;Viaduto,Sim,5,0,3,0,1,1,3,3,"-20,34029997","-40,40405712",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-12,sábado,10:35:00,ES,101,147,LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,3,0,1,0,1,3,1,5,"-19,37887202","-40,06657892",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-12,sábado,18:20:00,ES,101,"34,5",CONCEICAO DA BARRA,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-18,43474232","-39,933535",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-13,domingo,15:10:00,ES,101,"204,5",JOAO NEIVA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Rotatória,Sim,4,0,0,2,1,1,2,3,"-19,74948916","-40,37922678",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-13,domingo,22:30:00,ES,101,153,LINHARES,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,7,0,3,0,3,1,3,3,"-19,423338","-40,07872401",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-14,segunda-feira,10:40:00,ES,101,295,CARIACICA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,2,1,0,2,2,"-20,33223667","-40,40004683",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-15,terça-feira,17:30:00,ES,101,211,IBIRACU,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-19,80700903","-40,36767233",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-16,quarta-feira,23:45:00,ES,101,"66,8",SAO MATEUS,Condutor Dormindo,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,3,0,1,1,1,0,2,3,"-18,7165195","-39,87436378",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-17,quinta-feira,00:30:00,ES,101,167,LINHARES,Ausência de reação do condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-19,52734804","-40,15218496",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-17,quinta-feira,03:55:00,ES,101,"249,9",SERRA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Curva,Não,2,0,1,0,0,1,1,2,"-20,07371936","-40,35345531",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-19,sábado,17:00:00,ES,101,118,SOORETAMA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,8,0,1,4,2,1,5,5,"-19,12750105","-40,06705989",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-20,domingo,17:40:00,ES,101,113,SOORETAMA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,0,2,1,0,3,"-19,08668002","-40,04691895",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-20,domingo,21:00:00,ES,262,"76,4",DOMINGOS MARTINS,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Declive;Curva,Não,2,0,1,0,0,1,1,2,"-20,41279327","-40,90834307",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-03-21,segunda-feira,15:00:00,ES,101,276,SERRA,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-20,20788726","-40,3133509",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-22,terça-feira,00:20:00,ES,101,358,ANCHIETA,Condutor Dormindo,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Simples,Reta,Não,2,2,0,0,0,0,0,1,"-20,691717","-40,704254",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2022-03-22,terça-feira,21:10:00,ES,101,339,GUARAPARI,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,64347205","-40,55826601",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2022-03-23,quarta-feira,09:20:00,ES,482,"8,5",CACHOEIRO DE ITAPEMIRIM,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,3,0,1,0,1,1,1,3,"-20,86597301","-41,11181303",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-03-23,quarta-feira,20:20:00,ES,101,144,LINHARES,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Aclive;Reta,Sim,2,0,1,0,0,3,1,4,"-19,35193268","-40,06379128",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-23,quarta-feira,20:20:00,ES,262,"104,8",VENDA NOVA DO IMIGRANTE,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-20,33302593","-41,12931881",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-03-25,sexta-feira,22:00:00,ES,101,"146,6",LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,2,"-19,36990998","-40,06560718",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-26,sábado,12:10:00,ES,101,"139,2",LINHARES,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,5,0,1,1,2,1,2,3,"-19,3101728","-40,0799666",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-27,domingo,22:50:00,ES,101,"64,6",SAO MATEUS,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Ponte,Não,3,0,1,0,1,3,1,5,"-18,70428583","-39,87065983",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-29,terça-feira,05:45:00,ES,101,259,SERRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta;Aclive,Sim,3,0,1,0,1,1,1,3,"-20,14616415","-40,28836206",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-30,quarta-feira,05:38:00,ES,101,165,LINHARES,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-19,51360307","-40,1399459",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-30,quarta-feira,02:50:00,ES,259,"12,5",JOAO NEIVA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-19,64547361","-40,40850207",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-30,quarta-feira,11:40:00,ES,101,"203,4",JOAO NEIVA,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Sim,5,0,0,1,3,1,1,4,"-19,74448248","-40,37263506",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-03-30,quarta-feira,11:30:00,ES,101,"288,2",CARIACICA,Declive acentuado,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,2,0,1,0,0,1,1,2,"-20,27160351","-40,39091743",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-30,quarta-feira,15:30:00,ES,262,49,MARECHAL FLORIANO,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Curva;Ponte,Sim,1,0,0,0,1,0,0,1,"-20,41251052","-40,69798571",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-03-31,quinta-feira,01:45:00,ES,262,"62,5",MARECHAL FLORIANO,Pedestre andava na pista,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,3,0,1,0,0,3,1,4,"-20,42817313","-40,79159629",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-03-31,quinta-feira,05:20:00,ES,101,61,SAO MATEUS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,"-18,68153217","-39,86364755",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-31,quinta-feira,08:20:00,ES,482,64,JERONIMO MONTEIRO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-20,79315184","-41,39670712",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-03-31,quinta-feira,12:35:00,ES,101,"66,5",SAO MATEUS,Acessar a via sem observar a presença dos outros veículos,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,2,0,0,1,1,0,1,2,"-18,7165195","-39,87436378",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-03-31,quinta-feira,14:00:00,ES,101,264,SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,17292791","-40,26736384",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-31,quinta-feira,19:30:00,ES,101,253,SERRA,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,3,"-20,11419271","-40,32390476",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-31,quinta-feira,18:00:00,ES,101,442,MIMOSO DO SUL,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-21,09042295","-41,24777308",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-01,sexta-feira,05:45:00,ES,101,278,SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Não,3,0,0,1,1,1,1,3,"-20,21698365","-40,32974606",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-01,sexta-feira,09:00:00,ES,101,269,SERRA,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,2,0,0,1,1,0,1,2,"-20,21740496","-40,26990578",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-01,sexta-feira,14:30:00,ES,101,405,CACHOEIRO DE ITAPEMIRIM,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive,Não,4,0,1,0,2,2,1,4,"-20,90045516","-41,01499799",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-01,sexta-feira,17:20:00,ES,259,"100,4",BAIXO GUANDU,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-19,51441295","-40,99560702",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-02,sábado,01:45:00,ES,101,"101,8",JAGUARE,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Ponte,Não,2,0,1,1,0,0,2,1,"-18,98833904","-39,99933491",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-04-02,sábado,05:30:00,ES,101,297,VIANA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,0,1,2,1,1,4,"-20,34529844","-40,41026774",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-04-04,segunda-feira,04:25:00,ES,101,"396,5",RIO NOVO DO SUL,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-20,868874","-40,94103",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-05,terça-feira,06:25:00,ES,101,200,JOAO NEIVA,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,0,1,3,0,1,2,"-19,72573895","-40,35645808",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-01-03,segunda-feira,08:30:00,ES,101,"337,6",GUARAPARI,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,4,0,0,1,2,1,1,4,"-20,63965191","-40,54600954",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2022-04-05,terça-feira,09:30:00,ES,262,"127,9",CONCEICAO DO CASTELO,Ultrapassagem Indevida,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-20,26652925","-41,2723576",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-04-05,terça-feira,11:10:00,ES,101,"278,2",SERRA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,1,"-20,21698365","-40,32974606",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-06,quarta-feira,11:55:00,ES,101,"221,8",IBIRACU,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Sim,4,0,2,0,1,2,2,5,"-19,86695538","-40,40056491",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-07,quinta-feira,06:00:00,ES,101,"273,9",SERRA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,22029207","-40,29048811",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-07,quinta-feira,11:35:00,ES,101,257,SERRA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de Vias,Não,2,0,1,0,1,0,1,2,"-20,12455095","-40,30331881",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-07,quinta-feira,15:21:00,ES,101,"210,8",IBIRACU,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,3,"-19,798437","-40,36982",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-03-11,sexta-feira,07:45:00,ES,101,270,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,22662056","-40,27075088",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-08,sexta-feira,06:30:00,ES,262,"98,7",VENDA NOVA DO IMIGRANTE,Condutor Dormindo,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,5,1,1,2,1,0,3,2,"-20,35623595","-41,08499497",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2022-04-08,sexta-feira,21:45:00,ES,101,12,PEDRO CANARIO,Velocidade Incompatível,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,5,0,0,0,5,0,0,3,"-18,26546317","-39,95721865",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-04-10,domingo,05:46:00,ES,101,"1,6",ICONHA,Chuva,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-20,78765135","-40,78576496",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-04-10,domingo,23:00:00,ES,101,"297,8",CARIACICA,Falta de acostamento,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,"-20,35264121","-40,41471189",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-04-12,terça-feira,07:13:00,ES,101,293,CARIACICA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,6,0,1,2,2,1,3,5,"-20,31526144","-40,39567044",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-04-12,terça-feira,15:13:00,ES,259,62,COLATINA,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,0,3,0,1,3,"-19,53124185","-40,68990791",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-12,terça-feira,14:38:00,ES,262,36,DOMINGOS MARTINS,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive,Não,1,0,1,0,0,0,1,1,"-20,3826388","-40,60330291",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-04-13,quarta-feira,19:00:00,ES,101,"269,8",SERRA,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,21740496","-40,26990578",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-14,quinta-feira,05:30:00,ES,101,"186,7",ARACRUZ,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,0,1,1,2,"-19,66488404","-40,24929498",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2022-04-14,quinta-feira,06:50:00,ES,101,"90,7",JAGUARE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Sim,4,0,2,0,2,0,2,3,"-18,89806708","-39,95602283",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2022-04-14,quinta-feira,13:30:00,ES,101,"308,1",VIANA,Demais falhas mecânicas ou elétricas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,3,0,1,0,1,1,1,3,"-20,41083479","-40,45879483",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2022-04-14,quinta-feira,16:13:00,ES,101,"443,9",MIMOSO DO SUL,Velocidade Incompatível,Colisão frontal,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Simples,Reta,Não,3,2,0,1,0,0,1,2,"-21,09789425","-41,25305078",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-14,quinta-feira,19:00:00,ES,259,"59,7",COLATINA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Aclive;Curva,Não,3,0,0,0,0,3,0,3,"-19,52125411","-40,66594194",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-14,quinta-feira,21:40:00,ES,101,"264,5",SERRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Múltipla,Interseção de Vias,Não,2,0,0,1,1,0,1,2,"-20,17809904","-40,26578184",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-18,segunda-feira,05:40:00,ES,101,"394,5",RIO NOVO DO SUL,Condutor Dormindo,Tombamento,Com Vítimas Fatais,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,1,1,0,0,0,0,0,1,"-20,86561852","-40,92318907",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-18,segunda-feira,07:20:00,ES,101,460,MIMOSO DO SUL,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,3,1,5,"-21,21801125","-41,29980483",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-03-14,segunda-feira,06:20:00,ES,101,343,GUARAPARI,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,4,0,2,1,0,2,3,5,"-20,66191662","-40,59045821",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2022-04-18,segunda-feira,11:45:00,ES,482,102,GUACUI,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-20,776826","-41,631775",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2022-04-18,segunda-feira,21:00:00,ES,259,9,JOAO NEIVA,Reação tardia ou ineficiente do condutor,Derramamento de carga,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,3,1,0,1,0,1,1,2,"-19,67700279","-40,39977865",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-19,terça-feira,20:15:00,ES,259,"69,6",COLATINA,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,0,3,1,4,"-19,50000595","-40,74732597",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2022-04-20,quarta-feira,06:00:00,ES,262,46,MARECHAL FLORIANO,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Retorno Regulamentado,Sim,3,0,2,0,1,0,2,2,"-20,408172","-40,674043",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
